Gene,Signature,Type
MAPK11,RNA Sensing,Signaling Pathways
PIN1,RNA Sensing,Signaling Pathways
IFNA1,RNA Sensing,Signaling Pathways
CXCL8,RNA Sensing,Signaling Pathways
IFNA2,RNA Sensing,Signaling Pathways
IFIH1,RNA Sensing,Signaling Pathways
UBA7,RNA Sensing,Signaling Pathways
IRF7,RNA Sensing,Signaling Pathways
NLRC5,RNA Sensing,Signaling Pathways
CYLD,RNA Sensing,Signaling Pathways
TNFAIP3,RNA Sensing,Signaling Pathways
SAA1,RNA Sensing,Signaling Pathways
ITCH,RNA Sensing,Signaling Pathways
TBK1,RNA Sensing,Signaling Pathways
ATG12,RNA Sensing,Signaling Pathways
RIPK1,RNA Sensing,Signaling Pathways
IL12A,RNA Sensing,Signaling Pathways
MAPK8,RNA Sensing,Signaling Pathways
RPS27A,RNA Sensing,Signaling Pathways
ATG5,RNA Sensing,Signaling Pathways
MAP3K7,RNA Sensing,Signaling Pathways
FADD,RNA Sensing,Signaling Pathways
MAP3K1,RNA Sensing,Signaling Pathways
MAPK14,RNA Sensing,Signaling Pathways
CXCL10,RNA Sensing,Signaling Pathways
MAPK9,RNA Sensing,Signaling Pathways
NFKB2,RNA Sensing,Signaling Pathways
UBB,RNA Sensing,Signaling Pathways
IKBKG,RNA Sensing,Signaling Pathways
MAPK12,RNA Sensing,Signaling Pathways
IFNA7/17,RNA Sensing,Signaling Pathways
IFNB1,RNA Sensing,Signaling Pathways
MAPK10,RNA Sensing,Signaling Pathways
IKBKB,RNA Sensing,Signaling Pathways
ISG15,RNA Sensing,Signaling Pathways
S100A12,RNA Sensing,Signaling Pathways
STING1,RNA Sensing,Signaling Pathways
IRF3,RNA Sensing,Signaling Pathways
NFKBIA,RNA Sensing,Signaling Pathways
S100B,RNA Sensing,Signaling Pathways
CHUK,RNA Sensing,Signaling Pathways
TRAF2,RNA Sensing,Signaling Pathways
NFKB1,RNA Sensing,Signaling Pathways
IFNA8,RNA Sensing,Signaling Pathways
CREBBP,RNA Sensing,Signaling Pathways
IKBKE,RNA Sensing,Signaling Pathways
TRAF6,RNA Sensing,Signaling Pathways
EP300,RNA Sensing,Signaling Pathways
TANK,RNA Sensing,Signaling Pathways
IL12B,RNA Sensing,Signaling Pathways
MAVS,RNA Sensing,Signaling Pathways
RELA,RNA Sensing,Signaling Pathways
TRAF3,RNA Sensing,Signaling Pathways
APP,RNA Sensing,Signaling Pathways
TNF,RNA Sensing,Signaling Pathways
CASP10,RNA Sensing,Signaling Pathways
CASP8,RNA Sensing,Signaling Pathways
UBC,RNA Sensing,Signaling Pathways
DDX58,RNA Sensing,Signaling Pathways
HMGB1,RNA Sensing,Signaling Pathways
CCNA1,Senescence,Cell Function
CDKN1B,Senescence,Cell Function
ETS2,Senescence,Cell Function
MAPK14,Senescence,Cell Function
PPP3CA,Senescence,Cell Function
HLA-E,Senescence,Cell Function
GADD45B,Senescence,Cell Function
TGFB2,Senescence,Cell Function
CCND1,Senescence,Cell Function
RAF1,Senescence,Cell Function
CCNE1,Senescence,Cell Function
E2F4,Senescence,Cell Function
IFNB1,Senescence,Cell Function
SP1,Senescence,Cell Function
HLA-A,Senescence,Cell Function
ETS1,Senescence,Cell Function
PIK3CD,Senescence,Cell Function
TGFB1,Senescence,Cell Function
CCND2,Senescence,Cell Function
AKT1,Senescence,Cell Function
MAP2K1,Senescence,Cell Function
MDM4,Senescence,Cell Function
CHEK1,Senescence,Cell Function
CCND3,Senescence,Cell Function
ATR,Senescence,Cell Function
KIR Family,Senescence,Cell Function
UBE2C,Senescence,Cell Function
H3-3A,Senescence,Cell Function
MAPK8,Senescence,Cell Function
PPP3R2,Senescence,Cell Function
PTEN,Senescence,Cell Function
CDK1,Senescence,Cell Function
MAPK9,Senescence,Cell Function
PIK3R3,Senescence,Cell Function
PIK3CB,Senescence,Cell Function
BMI1,Senescence,Cell Function
CDKN2B,Senescence,Cell Function
CDKN1A,Senescence,Cell Function
CALML3,Senescence,Cell Function
CEBPB,Senescence,Cell Function
NFKB1,Senescence,Cell Function
IGFBP3,Senescence,Cell Function
RRAS2,Senescence,Cell Function
CHEK2,Senescence,Cell Function
MAPK1,Senescence,Cell Function
MAP2K6,Senescence,Cell Function
NFATC1,Senescence,Cell Function
GADD45A,Senescence,Cell Function
TP53,Senescence,Cell Function
MYC,Senescence,Cell Function
TFDP1,Senescence,Cell Function
KRAS,Senescence,Cell Function
MAPKAPK2,Senescence,Cell Function
EZH2,Senescence,Cell Function
MAPK11,Senescence,Cell Function
MDM2,Senescence,Cell Function
IL1A,Senescence,Cell Function
MTOR,Senescence,Cell Function
CCNA2,Senescence,Cell Function
CCNB3,Senescence,Cell Function
IL6,Senescence,Cell Function
MRE11,Senescence,Cell Function
RPS27A,Senescence,Cell Function
FOXM1,Senescence,Cell Function
SMAD2,Senescence,Cell Function
PPP3CC,Senescence,Cell Function
GADD45G,Senescence,Cell Function
CDKN2D,Senescence,Cell Function
PPP3R1,Senescence,Cell Function
CXCL8,Senescence,Cell Function
MAPK12,Senescence,Cell Function
MAP2K4,Senescence,Cell Function
CACNA1D,Senescence,Cell Function
HLA-B,Senescence,Cell Function
UBC,Senescence,Cell Function
CALML5,Senescence,Cell Function
H2AX,Senescence,Cell Function
STAT3,Senescence,Cell Function
CCNE2,Senescence,Cell Function
CDK2,Senescence,Cell Function
HMGA2,Senescence,Cell Function
NBN,Senescence,Cell Function
NFATC4,Senescence,Cell Function
E2F3,Senescence,Cell Function
UBB,Senescence,Cell Function
TGFBR1,Senescence,Cell Function
JUN,Senescence,Cell Function
CDC25A,Senescence,Cell Function
TGFBR2,Senescence,Cell Function
HLA-C,Senescence,Cell Function
HMGA1,Senescence,Cell Function
NFATC2,Senescence,Cell Function
NRAS,Senescence,Cell Function
CDKN2A,Senescence,Cell Function
ATM,Senescence,Cell Function
E2F5,Senescence,Cell Function
AKT2,Senescence,Cell Function
SMAD3,Senescence,Cell Function
CCNB1,Senescence,Cell Function
MAPK3,Senescence,Cell Function
HLA-G,Senescence,Cell Function
TGFB3,Senescence,Cell Function
CDK4,Senescence,Cell Function
RB1,Senescence,Cell Function
RAD50,Senescence,Cell Function
CDKN2C,Senescence,Cell Function
E2F1,Senescence,Cell Function
AKT3,Senescence,Cell Function
RBL2,Senescence,Cell Function
CAPN2,Senescence,Cell Function
ID1,Senescence,Cell Function
NFATC3,Senescence,Cell Function
PIK3R2,Senescence,Cell Function
PIK3R1,Senescence,Cell Function
MAP2K2,Senescence,Cell Function
MAPK10,Senescence,Cell Function
PIK3CA,Senescence,Cell Function
FOS,Senescence,Cell Function
MAP3K5,Senescence,Cell Function
HRAS,Senescence,Cell Function
CALML6,Senescence,Cell Function
TSC1,Senescence,Cell Function
RELA,Senescence,Cell Function
PPP3CB,Senescence,Cell Function
HLA-F,Senescence,Cell Function
EIF4EBP1,Senescence,Cell Function
CDK6,Senescence,Cell Function
MYBL2,Senescence,Cell Function
CD40LG,T-cell Checkpoints,Immune Cell Function
CD28,T-cell Checkpoints,Immune Cell Function
CTLA4,T-cell Checkpoints,Immune Cell Function
CD70,T-cell Checkpoints,Immune Cell Function
PDCD1LG2,T-cell Checkpoints,Immune Cell Function
ADORA2A,T-cell Checkpoints,Immune Cell Function
LAG3,T-cell Checkpoints,Immune Cell Function
TNFRSF4,T-cell Checkpoints,Immune Cell Function
CD86,T-cell Checkpoints,Immune Cell Function
ICOSLG,T-cell Checkpoints,Immune Cell Function
CD27,T-cell Checkpoints,Immune Cell Function
PDCD1,T-cell Checkpoints,Immune Cell Function
ICOS,T-cell Checkpoints,Immune Cell Function
TNFRSF9,T-cell Checkpoints,Immune Cell Function
TNFRSF18,T-cell Checkpoints,Immune Cell Function
TNFSF9,T-cell Checkpoints,Immune Cell Function
CD80,T-cell Checkpoints,Immune Cell Function
TNFSF18,T-cell Checkpoints,Immune Cell Function
PVRIG,T-cell Checkpoints,Immune Cell Function
CD274,T-cell Checkpoints,Immune Cell Function
CMTM4,T-cell Checkpoints,Immune Cell Function
HAVCR2,T-cell Checkpoints,Immune Cell Function
TIGIT,T-cell Checkpoints,Immune Cell Function
VSIR,T-cell Checkpoints,Immune Cell Function
TNFSF4,T-cell Checkpoints,Immune Cell Function
CD40,T-cell Checkpoints,Immune Cell Function
CD276,T-cell Checkpoints,Immune Cell Function
IL11,T cells,Immune Cell Function
CD7,T cells,Immune Cell Function
IL7R,T cells,Immune Cell Function
VSIR,T cells,Immune Cell Function
CXCR5,T cells,Immune Cell Function
CD69,T cells,Immune Cell Function
CD86,T cells,Immune Cell Function
CTAG1B,T cells,Immune Cell Function
PTPRC,T cells,Immune Cell Function
CD8B,T cells,Immune Cell Function
CXCL11,T cells,Immune Cell Function
CD274,T cells,Immune Cell Function
TIGIT,T cells,Immune Cell Function
AIRE,T cells,Immune Cell Function
CXCL10,T cells,Immune Cell Function
TNFSF14,T cells,Immune Cell Function
IL13,T cells,Immune Cell Function
CCR5,T cells,Immune Cell Function
CD2,T cells,Immune Cell Function
ITGA1,T cells,Immune Cell Function
IL18RAP,T cells,Immune Cell Function
CD247,T cells,Immune Cell Function
TP53,T cells,Immune Cell Function
LCK,T cells,Immune Cell Function
ICOS,T cells,Immune Cell Function
CD4,T cells,Immune Cell Function
IL2RA,T cells,Immune Cell Function
CD80,T cells,Immune Cell Function
TNFRSF14,T cells,Immune Cell Function
IL12RB1,T cells,Immune Cell Function
FAS,T cells,Immune Cell Function
IL18,T cells,Immune Cell Function
LAG3,T cells,Immune Cell Function
IL4,T cells,Immune Cell Function
MAF,T cells,Immune Cell Function
IL5,T cells,Immune Cell Function
LCP1,T cells,Immune Cell Function
CD44,T cells,Immune Cell Function
PDCD1LG2,T cells,Immune Cell Function
CD1C,T cells,Immune Cell Function
RAG1,T cells,Immune Cell Function
IL12B,T cells,Immune Cell Function
CD3E,T cells,Immune Cell Function
TAL1,T cells,Immune Cell Function
EGR1,T cells,Immune Cell Function
IL12A,T cells,Immune Cell Function
GZMB,T cells,Immune Cell Function
IL13RA1,T cells,Immune Cell Function
CD27,T cells,Immune Cell Function
CTLA4,T cells,Immune Cell Function
ADA,T cells,Immune Cell Function
IL12RB2,T cells,Immune Cell Function
CD3G,T cells,Immune Cell Function
CD1D,T cells,Immune Cell Function
TNFRSF18,T cells,Immune Cell Function
IRF4,T cells,Immune Cell Function
PDCD1,T cells,Immune Cell Function
BLVRA,T cells,Immune Cell Function
CD47,T cells,Immune Cell Function
HAVCR2,T cells,Immune Cell Function
LY6E,T cells,Immune Cell Function
STAT6,T cells,Immune Cell Function
CXCL9,T cells,Immune Cell Function
MLANA,T cells,Immune Cell Function
CD38,T cells,Immune Cell Function
CD70,T cells,Immune Cell Function
IL18R1,T cells,Immune Cell Function
AICDA,T cells,Immune Cell Function
CD5,T cells,Immune Cell Function
CXCR3,T cells,Immune Cell Function
TBX21,T cells,Immune Cell Function
TNFSF18,T cells,Immune Cell Function
IL3,T cells,Immune Cell Function
F2RL1,T cells,Immune Cell Function
EOMES,T cells,Immune Cell Function
IL2,T cells,Immune Cell Function
CCR1,T cells,Immune Cell Function
CCR4,T cells,Immune Cell Function
SOCS1,T cells,Immune Cell Function
DPP4,T cells,Immune Cell Function
CD1E,T cells,Immune Cell Function
CD8A,T cells,Immune Cell Function
IL4R,T cells,Immune Cell Function
CD276,T cells,Immune Cell Function
IDO1,T cells,Immune Cell Function
IFNG,T cells,Immune Cell Function
FOXP3,T cells,Immune Cell Function
STAT4,T cells,Immune Cell Function
IL13RA2,T cells,Immune Cell Function
LILRB1,T cells,Immune Cell Function
TFEB,T cells,Immune Cell Function
GIMAP6,T cells,Immune Cell Function
IRF1,T cells,Immune Cell Function
NRAS,TCR Signaling,Immune Cell Function
PAK5,TCR Signaling,Immune Cell Function
IKBKB,TCR Signaling,Immune Cell Function
PIK3R2,TCR Signaling,Immune Cell Function
MAPK1,TCR Signaling,Immune Cell Function
MAPK9,TCR Signaling,Immune Cell Function
PAK3,TCR Signaling,Immune Cell Function
RASGRP1,TCR Signaling,Immune Cell Function
SOS2,TCR Signaling,Immune Cell Function
PTEN,TCR Signaling,Immune Cell Function
HLA-DQA2,TCR Signaling,Immune Cell Function
IL5,TCR Signaling,Immune Cell Function
RELA,TCR Signaling,Immune Cell Function
RHOA,TCR Signaling,Immune Cell Function
CD247,TCR Signaling,Immune Cell Function
CD40LG,TCR Signaling,Immune Cell Function
PIK3CA,TCR Signaling,Immune Cell Function
PSMB5,TCR Signaling,Immune Cell Function
PIK3CD,TCR Signaling,Immune Cell Function
TRBC1/2,TCR Signaling,Immune Cell Function
HLA-DPB1,TCR Signaling,Immune Cell Function
NFKB1,TCR Signaling,Immune Cell Function
TRDC,TCR Signaling,Immune Cell Function
CD8B,TCR Signaling,Immune Cell Function
PIK3R3,TCR Signaling,Immune Cell Function
MAPK12,TCR Signaling,Immune Cell Function
INPP5D,TCR Signaling,Immune Cell Function
RIPK2,TCR Signaling,Immune Cell Function
AKT1,TCR Signaling,Immune Cell Function
LCK,TCR Signaling,Immune Cell Function
NFKBIA,TCR Signaling,Immune Cell Function
PLCG2,TCR Signaling,Immune Cell Function
MAPK10,TCR Signaling,Immune Cell Function
IL4,TCR Signaling,Immune Cell Function
IFNG,TCR Signaling,Immune Cell Function
SKP1,TCR Signaling,Immune Cell Function
PPP3R2,TCR Signaling,Immune Cell Function
HLA-DRA,TCR Signaling,Immune Cell Function
PIK3R1,TCR Signaling,Immune Cell Function
HLA-DQA1,TCR Signaling,Immune Cell Function
CD28,TCR Signaling,Immune Cell Function
RPS27A,TCR Signaling,Immune Cell Function
TRAT1,TCR Signaling,Immune Cell Function
MAP2K1,TCR Signaling,Immune Cell Function
FYN,TCR Signaling,Immune Cell Function
PSMB2,TCR Signaling,Immune Cell Function
CD4,TCR Signaling,Immune Cell Function
PSMB9,TCR Signaling,Immune Cell Function
PIK3CB,TCR Signaling,Immune Cell Function
GSK3B,TCR Signaling,Immune Cell Function
HLA-DPA1,TCR Signaling,Immune Cell Function
UBC,TCR Signaling,Immune Cell Function
TNF,TCR Signaling,Immune Cell Function
LAT,TCR Signaling,Immune Cell Function
PPP3R1,TCR Signaling,Immune Cell Function
PDCD1,TCR Signaling,Immune Cell Function
JUN,TCR Signaling,Immune Cell Function
MAPK3,TCR Signaling,Immune Cell Function
BCL10,TCR Signaling,Immune Cell Function
FOS,TCR Signaling,Immune Cell Function
ITK,TCR Signaling,Immune Cell Function
RAF1,TCR Signaling,Immune Cell Function
PPP3CA,TCR Signaling,Immune Cell Function
TRAF6,TCR Signaling,Immune Cell Function
UBB,TCR Signaling,Immune Cell Function
KRAS,TCR Signaling,Immune Cell Function
PSMB7,TCR Signaling,Immune Cell Function
PTPRC,TCR Signaling,Immune Cell Function
NFATC1,TCR Signaling,Immune Cell Function
CD3E,TCR Signaling,Immune Cell Function
PSMC4,TCR Signaling,Immune Cell Function
CD3D,TCR Signaling,Immune Cell Function
PPP3CC,TCR Signaling,Immune Cell Function
AKT2,TCR Signaling,Immune Cell Function
MAP3K8,TCR Signaling,Immune Cell Function
PPP3CB,TCR Signaling,Immune Cell Function
IL2,TCR Signaling,Immune Cell Function
ZAP70,TCR Signaling,Immune Cell Function
CD3G,TCR Signaling,Immune Cell Function
MAPK8,TCR Signaling,Immune Cell Function
HLA-DQB1,TCR Signaling,Immune Cell Function
MAPK14,TCR Signaling,Immune Cell Function
CUL1,TCR Signaling,Immune Cell Function
PSMD7,TCR Signaling,Immune Cell Function
HRAS,TCR Signaling,Immune Cell Function
IKBKG,TCR Signaling,Immune Cell Function
HLA-DRB,TCR Signaling,Immune Cell Function
NFATC3,TCR Signaling,Immune Cell Function
CTLA4,TCR Signaling,Immune Cell Function
ICOS,TCR Signaling,Immune Cell Function
HLA-DRB3,TCR Signaling,Immune Cell Function
SOS1,TCR Signaling,Immune Cell Function
PSMB10,TCR Signaling,Immune Cell Function
PSMB8,TCR Signaling,Immune Cell Function
HLA-DRB5,TCR Signaling,Immune Cell Function
MAPK11,TCR Signaling,Immune Cell Function
CDK4,TCR Signaling,Immune Cell Function
HLA-DRB4,TCR Signaling,Immune Cell Function
NFKBIE,TCR Signaling,Immune Cell Function
CHUK,TCR Signaling,Immune Cell Function
NFATC2,TCR Signaling,Immune Cell Function
CSF2,TCR Signaling,Immune Cell Function
MAP3K14,TCR Signaling,Immune Cell Function
CARD11,TCR Signaling,Immune Cell Function
IL10,TCR Signaling,Immune Cell Function
GRB2,TCR Signaling,Immune Cell Function
CD8A,TCR Signaling,Immune Cell Function
TRAC,TCR Signaling,Immune Cell Function
AKT3,TCR Signaling,Immune Cell Function
MAP2K2,TCR Signaling,Immune Cell Function
MAP3K7,TCR Signaling,Immune Cell Function
THBS1,TGF-beta Signaling,Signaling Pathways
CBL,TGF-beta Signaling,Signaling Pathways
RPS6KB1,TGF-beta Signaling,Signaling Pathways
BMP6,TGF-beta Signaling,Signaling Pathways
TGFB2,TGF-beta Signaling,Signaling Pathways
SKP1,TGF-beta Signaling,Signaling Pathways
E2F4,TGF-beta Signaling,Signaling Pathways
SP1,TGF-beta Signaling,Signaling Pathways
LEFTY2,TGF-beta Signaling,Signaling Pathways
MAPK1,TGF-beta Signaling,Signaling Pathways
ACVR1C,TGF-beta Signaling,Signaling Pathways
LTBP1,TGF-beta Signaling,Signaling Pathways
TGFB1,TGF-beta Signaling,Signaling Pathways
IFNG,TGF-beta Signaling,Signaling Pathways
TFDP1,TGF-beta Signaling,Signaling Pathways
LRRC32,TGF-beta Signaling,Signaling Pathways
SMAD5,TGF-beta Signaling,Signaling Pathways
BMP2,TGF-beta Signaling,Signaling Pathways
BMP4,TGF-beta Signaling,Signaling Pathways
INHBA,TGF-beta Signaling,Signaling Pathways
LEFTY1,TGF-beta Signaling,Signaling Pathways
CDKN2B,TGF-beta Signaling,Signaling Pathways
BAMBI,TGF-beta Signaling,Signaling Pathways
HDAC1,TGF-beta Signaling,Signaling Pathways
FSTL3,TGF-beta Signaling,Signaling Pathways
MYC,TGF-beta Signaling,Signaling Pathways
MAPK3,TGF-beta Signaling,Signaling Pathways
RGMB,TGF-beta Signaling,Signaling Pathways
INHBB,TGF-beta Signaling,Signaling Pathways
CREBBP,TGF-beta Signaling,Signaling Pathways
ACVR1B,TGF-beta Signaling,Signaling Pathways
AMH,TGF-beta Signaling,Signaling Pathways
SMAD9,TGF-beta Signaling,Signaling Pathways
ID2,TGF-beta Signaling,Signaling Pathways
EP300,TGF-beta Signaling,Signaling Pathways
PPP2CB,TGF-beta Signaling,Signaling Pathways
SMAD3,TGF-beta Signaling,Signaling Pathways
GDF6,TGF-beta Signaling,Signaling Pathways
NCOR1,TGF-beta Signaling,Signaling Pathways
ID4,TGF-beta Signaling,Signaling Pathways
SMAD2,TGF-beta Signaling,Signaling Pathways
E2F5,TGF-beta Signaling,Signaling Pathways
BMPR1B,TGF-beta Signaling,Signaling Pathways
BMP5,TGF-beta Signaling,Signaling Pathways
TGFBR2,TGF-beta Signaling,Signaling Pathways
JUNB,TGF-beta Signaling,Signaling Pathways
MEN1,TGF-beta Signaling,Signaling Pathways
NODAL,TGF-beta Signaling,Signaling Pathways
FST,TGF-beta Signaling,Signaling Pathways
RPS27A,TGF-beta Signaling,Signaling Pathways
ROCK1,TGF-beta Signaling,Signaling Pathways
UBC,TGF-beta Signaling,Signaling Pathways
TGFBR1,TGF-beta Signaling,Signaling Pathways
SMAD4,TGF-beta Signaling,Signaling Pathways
ID1,TGF-beta Signaling,Signaling Pathways
NOG,TGF-beta Signaling,Signaling Pathways
BMP8A,TGF-beta Signaling,Signaling Pathways
TGFB3,TGF-beta Signaling,Signaling Pathways
BMP7,TGF-beta Signaling,Signaling Pathways
TNF,TGF-beta Signaling,Signaling Pathways
PDZK1IP1,TGF-beta Signaling,Signaling Pathways
UBB,TGF-beta Signaling,Signaling Pathways
PITX2,TGF-beta Signaling,Signaling Pathways
RBX1,TGF-beta Signaling,Signaling Pathways
ACVR2A,TGF-beta Signaling,Signaling Pathways
CUL1,TGF-beta Signaling,Signaling Pathways
RHOA,TGF-beta Signaling,Signaling Pathways
HAMP,TGF-beta Signaling,Signaling Pathways
PPP2R1A,TGF-beta Signaling,Signaling Pathways
NFKB1,TH1 Differentiation,Immune Cell Function
JAK1,TH1 Differentiation,Immune Cell Function
IFNGR2,TH1 Differentiation,Immune Cell Function
IL12B,TH1 Differentiation,Immune Cell Function
IFNG,TH1 Differentiation,Immune Cell Function
IL12RB1,TH1 Differentiation,Immune Cell Function
MAML2,TH1 Differentiation,Immune Cell Function
TBX21,TH1 Differentiation,Immune Cell Function
BCL6,TH1 Differentiation,Immune Cell Function
IL12A,TH1 Differentiation,Immune Cell Function
JAK2,TH1 Differentiation,Immune Cell Function
DLL3,TH1 Differentiation,Immune Cell Function
DLL4,TH1 Differentiation,Immune Cell Function
STAT1,TH1 Differentiation,Immune Cell Function
IL12RB2,TH1 Differentiation,Immune Cell Function
IL2,TH1 Differentiation,Immune Cell Function
DLL1,TH1 Differentiation,Immune Cell Function
STAT4,TH1 Differentiation,Immune Cell Function
TYK2,TH1 Differentiation,Immune Cell Function
NOTCH3,TH1 Differentiation,Immune Cell Function
IFNGR1,TH1 Differentiation,Immune Cell Function
GATA3,TH1 Differentiation,Immune Cell Function
RELA,TH1 Differentiation,Immune Cell Function
IL6R,TH17 Differentiation,Immune Cell Function
IL17F,TH17 Differentiation,Immune Cell Function
SMAD3,TH17 Differentiation,Immune Cell Function
IRF8,TH17 Differentiation,Immune Cell Function
MAPK14,TH17 Differentiation,Immune Cell Function
IRF4,TH17 Differentiation,Immune Cell Function
RORA,TH17 Differentiation,Immune Cell Function
STAT3,TH17 Differentiation,Immune Cell Function
IL17A,TH17 Differentiation,Immune Cell Function
IL1RAP,TH17 Differentiation,Immune Cell Function
HIF1A,TH17 Differentiation,Immune Cell Function
IL1R1,TH17 Differentiation,Immune Cell Function
FOXP3,TH17 Differentiation,Immune Cell Function
IL1B,TH17 Differentiation,Immune Cell Function
IL23A,TH17 Differentiation,Immune Cell Function
IL21R,TH17 Differentiation,Immune Cell Function
MTOR,TH17 Differentiation,Immune Cell Function
TGFBR1,TH17 Differentiation,Immune Cell Function
IL6ST,TH17 Differentiation,Immune Cell Function
TGFBR2,TH17 Differentiation,Immune Cell Function
SMAD4,TH17 Differentiation,Immune Cell Function
JAK1,TH17 Differentiation,Immune Cell Function
MAPK12,TH17 Differentiation,Immune Cell Function
TBX21,TH17 Differentiation,Immune Cell Function
SMAD2,TH17 Differentiation,Immune Cell Function
MAPK11,TH17 Differentiation,Immune Cell Function
IL23R,TH17 Differentiation,Immune Cell Function
